codi_municipi;nom_municipi;codi_provincia;nom_provincia;codi_comarca;nom_comarca;utmX;utmY;longitud;latitud;georeferencia
2617;Villarquemado;44;Terol;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2622;Villarroya de los Pinares;44;Terol;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2638;Villastar;44;Terol;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2643;Villel;44;Terol;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2656;Vinaceite;44;Terol;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2669;Visiedo;44;Terol;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2675;Vivel del Río Martín;44;Terol;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2681;Zoma, La;44;Terol;NULL;NULL;NULL;NULL;NULL;NULL;NULL
15;Ajofrín;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
20;Alameda de la Sagra;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
36;Albarreal de Tajo;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
41;Alcabón;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
54;Alcañizo;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
67;Alcaudete de la Jara;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
73;Alcolea de Tajo;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
89;Aldea en Cabo;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
92;Aldeanueva de Barbarroya;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
106;Aldeanueva de San Bartolomé;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
113;Almendral de la Cañada;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
128;Almonacid de Toledo;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
134;Almorox;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
149;Añover de Tajo;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
152;Arcicóllar;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
165;Argés;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
171;Azután;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
187;Barcience;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
190;Bargas;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
204;Belvís de la Jara;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
211;Borox;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
226;Buenaventura;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
232;Burguillos de Toledo;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
247;Burujón;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
250;Cabañas de la Sagra;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
263;Cabañas de Yepes;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
279;Cabezamesada;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
285;Calera y Chozas;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
298;Caleruela;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
302;Calzada de Oropesa;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
319;Camarena;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
324;Camarenilla;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
330;Campillo de la Jara, El;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
345;Camuñas;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
358;Cardiel de los Montes;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
361;Carmena;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
377;Carpio de Tajo, El;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
383;Carranque;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
396;Carriches;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
400;Casar de Escalona, El;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
417;Casarrubios del Monte;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
422;Casasbuenas;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
438;Castillo de Bayuela;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
456;Cazalegas;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
469;Cebolla;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
475;Cedillo del Condado;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
481;Cerralbos, Los;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
494;Cervera de los Montes;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
507;Ciruelos;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
514;Cobeja;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
529;Cobisa;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
535;Consuegra;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
540;Corral de Almaguer;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
553;Cuerva;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
566;Chozas de Canales;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
572;Chueca;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
588;Domingo Pérez;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
591;Dosbarrios;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
605;Erustes;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
612;Escalona;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
627;Escalonilla;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
633;Espinoso del Rey;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
648;Esquivias;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
651;Estrella, La;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
664;Fuensalida;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
670;Gálvez;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
686;Garciotum;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
699;Gerindote;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
703;Guadamur;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
710;Guardia, La;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
725;Herencias, Las;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
731;Herreruela de Oropesa;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
746;Hinojosa de San Vicente;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
759;Hontanar;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
762;Hormigos;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
778;Huecas;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
784;Huerta de Valdecarábanos;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
797;Iglesuela del Tiétar, La;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
801;Illán de Vacas;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
818;Illescas;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
823;Lagartera;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
839;Layos;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
844;Lillo;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
857;Lominchar;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
860;Lucillos;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
876;Madridejos;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
882;Magán;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
895;Malpica de Tajo;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
909;Manzaneque;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
916;Maqueda;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
921;Marjaliza;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
937;Marrupe;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
942;Mascaraque;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
955;Mata, La;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
968;Mazarambroz;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
974;Mejorada;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
980;Menasalbas;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
993;Méntrida;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1007;Mesegar de Tajo;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1014;Miguel Esteban;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1029;Mocejón;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1035;Mohedas de la Jara;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1040;Montearagón;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1053;Montesclaros;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1066;Mora;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1072;Nambroca;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1088;Nava de Ricomalillo, La;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1091;Navahermosa;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1105;Navalcán;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1112;Navalmoralejo;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1127;Navalmorales, Los;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1133;Navalucillos, Los;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1148;Navamorcuende;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1151;Noblejas;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1164;Noez;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1170;Nombela;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1186;Novés;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1199;Numancia de la Sagra;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1203;Nuño Gómez;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1210;Ocaña;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1225;Olías del Rey;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1231;Ontígola;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1246;Orgaz;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1259;Oropesa;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1262;Otero;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1278;Palomeque;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1284;Pantoja;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1297;Paredes de Escalona;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1301;Parrillas;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1318;Pelahustán;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1323;Pepino;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1339;Polán;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1344;Portillo de Toledo;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1357;Puebla de Almoradiel, La;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1360;Puebla de Montalbán, La;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1376;Pueblanueva, La;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1382;Puente del Arzobispo, El;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1395;Puerto de San Vicente;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1409;Pulgar;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1416;Quero;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1421;Quintanar de la Orden;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1437;Quismondo;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1442;Real de San Vicente, El;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1455;Recas;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1468;Retamoso de la Jara;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1474;Rielves;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1480;Robledo del Mazo;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1493;Romeral, El;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1506;San Bartolomé de las Abiertas;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1513;San Martín de Montalbán;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1528;San Martín de Pusa;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1534;San Pablo de los Montes;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1549;San Román de los Montes;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1552;Santa Ana de Pusa;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1565;Santa Cruz de la Zarza;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1571;Santa Cruz del Retamar;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1587;Santa Olalla;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1590;Sartajada;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1604;Segurilla;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1611;Seseña;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1626;Sevilleja de la Jara;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1632;Sonseca;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1647;Sotillo de las Palomas;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1650;Talavera de la Reina;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1663;Tembleque;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1679;Toboso, El;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1685;Toledo;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1698;Torralba de Oropesa;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1702;Torrecilla de la Jara;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1719;Torre de Esteban Hambrán, La;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1724;Torrico;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1730;Torrijos;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1745;Totanés;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1758;Turleque;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1761;Ugena;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1777;Urda;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1796;Valdeverdeja;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1800;Valmojado;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1817;Velada;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1822;Ventas con Peña Aguilera, Las;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1838;Ventas de Retamosa, Las;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1843;Ventas de San Julián, Las;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1856;Villacañas;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1869;Villa de Don Fadrique, La;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1875;Villafranca de los Caballeros;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1881;Villaluenga de la Sagra;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1894;Villamiel de Toledo;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1908;Villaminaya;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1915;Villamuelas;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1920;Villanueva de Alcardete;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1936;Villanueva de Bogas;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1941;Villarejo de Montalbán;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1954;Villarrubia de Santiago;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1967;Villaseca de la Sagra;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1973;Villasequilla;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1989;Villatobas;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1992;Viso de San Juan, El;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2006;Yébenes, Los;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2013;Yeles;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2028;Yepes;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2034;Yuncler;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2049;Yunclillos;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
2052;Yuncos;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
9016;Santo Domingo-Caudilla;45;Toledo;NULL;NULL;NULL;NULL;NULL;NULL;NULL
18;Ademuz;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
23;Ador;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
39;Atzeneta d'Albaida;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
44;Agullent;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
57;Alaquàs;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
60;Albaida;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
76;Albal;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
82;Albalat de la Ribera;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
95;Albalat dels Sorells;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
109;Albalat dels Tarongers;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
116;Alberic;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
121;Alborache;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
137;Alboraia/Alboraya;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
142;Albuixech;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
155;Alcàsser;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
168;Alcàntera de Xúquer;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
174;Alzira;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
180;Alcublas;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
193;Alcúdia, l';46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
207;Alcúdia de Crespins, l';46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
214;Aldaia;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
229;Alfafar;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
235;Alfauir;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
240;Alfara de la Baronia;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
253;Alfara del Patriarca;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
266;Alfarp;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
272;Alfarrasí;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
288;Algar de Palancia;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
291;Algemesí;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
305;Algímia d'Alfara;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
312;Alginet;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
327;Almàssera;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
333;Almiserà;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
348;Almoines;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
351;Almussafes;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
364;Alpuente;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
370;Alqueria de la Comtessa, l';46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
386;Andilla;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
399;Anna;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
403;Antella;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
410;Aras de los Olmos;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
425;Aielo de Malferit;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
431;Aielo de Rugat;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
446;Ayora;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
459;Barxeta;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
462;Barx;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
478;Bèlgida;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
484;Bellreguard;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
497;Bellús;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
500;Benagéber;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
517;Benaguasil;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
522;Benavites;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
538;Beneixida;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
543;Benetússer;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
556;Beniarjó;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
569;Beniatjar;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
575;Benicolet;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
581;Benifairó de les Valls;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
594;Benifairó de la Valldigna;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
608;Benifaió;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
615;Beniflá;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
620;Benigànim;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
636;Benimodo;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
641;Benimuslem;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
654;Beniparrell;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
667;Benirredrà;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
673;Benissanó;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
689;Benissoda;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
692;Benissuera;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
706;Bétera;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
713;Bicorp;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
728;Bocairent;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
734;Bolbaite;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
749;Bonrepòs i Mirambell;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
752;Bufali;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
765;Bugarra;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
771;Buñol;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
787;Burjassot;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
790;Calles;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
804;Camporrobles;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
811;Canals;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
826;Canet d'En Berenguer;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
832;Carcaixent;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
847;Càrcer;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
850;Carlet;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
863;Carrícola;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
879;Casas Altas;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
885;Casas Bajas;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
898;Casinos;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
902;Castelló de Rugat;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
919;Castellonet de la Conquesta;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
924;Castielfabib;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
930;Catadau;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
945;Catarroja;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
958;Caudete de las Fuentes;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
961;Cerdà;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
977;Cofrentes;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
983;Corbera;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
996;Cortes de Pallás;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1000;Cotes;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1017;Quart de les Valls;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1022;Quart de Poblet;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
1038;Quartell;46;València;NULL;NULL;NULL;NULL;NULL;NULL;NULL
